Symbol,Company Name,Industry,Market Cap
PRTK,Paratek Pharmaceuticals,Pharmaceuticals,168
PRTS,CarParts.com,Internet & Direct Marketing Retail,422
PRTY,Party City Holdco,Specialty Retail,401
PRU,Prudential Financial,Insurance,40020
PRVA,Privia Health Group,Health Information Services,2720
PRVB,Provention Bio,Pharmaceuticals,375
PSA,Public Storage,Equity Real Estate Investment Trusts ...,66210
PSAG,Property Solutions Acquisition II,Blank Check / SPAC,393
PSB,PS Business Parks,Equity Real Estate Investment Trusts ...,4470
PSEC,Prospect Capital,Capital Markets,3170
PSFE,Paysafe,Information Technology Services,2160
PSHG,Performance Shipping,Marine Shipping,18
PSMT,PriceSmart,Food & Staples Retailing,2400
PSN,Parsons,Aerospace & Defense,3730
PSNL,Personalis,Life Sciences Tools & Services,405
PSO,Pearson,Media,6190
PSPC,Post Holdings Partnering,Blank Check / SPAC,429
PSTG,Pure Storage,"Technology Hardware, Storage & Periph...",8530
PSTH,Pershing Square Tontine Holdings,Diversified Financial Services,3960
PSTI,Pluristem Therapeutics,Biotechnology,66
PSTL,Postal Realty Trust,Equity Real Estate Investment Trusts ...,408
PSTV,Plus Therapeutics,Biotechnology,22
PSTX,Poseida Therapeutics,Biotechnology,206
PSX,Phillips 66,"Oil, Gas & Consumable Fuels",37550
PSXP,Phillips 66 Partners LP,"Oil, Gas & Consumable Fuels",9760
PT,Pintec Technology Holdings,Consumer Finance,19
PTC,PTC Inc.,Software,12630
PTCT,PTC Therapeutics,Biotechnology,2380
PTE,PolarityTE,Biotechnology,31
PTEN,Patterson-UTI Energy,Energy Equipment & Services,3250
PTGX,Protagonist Therapeutics,Biotechnology,1180
PTIC,Proptech Investment Corporation II,Blank Check / SPAC,281
PTIX,Protagenic Therapeutics,Biotechnology,15
PTLO,Portillo's,Restaurants,845
PTMN,Portman Ridge Finance,Capital Markets,234
PTN,Palatin Technologies,Biotechnology,93
PTNR,Partner Communications Company,Wireless Telecommunication Services,1430
PTOC,Pine Technology Acquisition,Blank Check / SPAC,511
PTON,Peloton Interactive,Leisure Products,7790
PTPI,Petros Pharmaceuticals,Drug Manufacturers-Specialty & Generic,25
PTR,PetroChina Company,"Oil, Gas & Consumable Fuels",167770
PTRA,Proterra,Auto Manufacturers,1600
PTRS,Partners Bancorp,Banks,178
PTSI,P.A.M. Transportation Services,Road & Rail,734
PTVE,Pactiv Evergreen,Containers & Packaging,1630
PUBM,PubMatic,Internet & Direct Marketing Retail,1120
PUCK,Goal Acquisitions,Blank Check / SPAC,323
PUK,Prudential,Insurance,39030
PULM,Pulmatrix,Pharmaceuticals,21
PUMP,ProPetro Holding,Energy Equipment & Services,1440
PUYI,Puyi Inc.,Capital Markets,401
PV,Primavera Capital Acquisition,Blank Check / SPAC,526
PVBC,Provident Bancorp,Thrifts & Mortgage Finance,286
PVG,Pretium Resources,Metals & Mining,2800
PVH,PVH Corp.,"Textiles, Apparel & Luxury Goods",5540
PVL,Permianville Royalty Trust,"Oil, Gas & Consumable Fuels",90
PW,Power REIT,Equity Real Estate Investment Trusts ...,161
PWFL,PowerFleet,"Electronic Equipment, Instruments & C...",117
PWOD,Penns Woods Bancorp,Banks,174
PWP,Perella Weinberg Partners,Capital Markets,971
PWR,Quanta Services,Construction & Engineering,15580
PWSC,PowerSchool Holdings,Software-Application,3130
PWUP,PowerUp Acquisition,Blank Check / SPAC,312
PX,"P10, Inc.",Capital Markets,1430
PXD,Pioneer Natural Resources Company,"Oil, Gas & Consumable Fuels",58570
PXLW,Pixelworks,Semiconductors & Semiconductor Equipment,158
PXS,Pyxis Tankers,Marine,29
PYCR,Paycor HCM,Software-Application,4760
PYPD,PolyPid,Biotechnology,90
PYPL,PayPal Holdings,IT Services,122450
PYR,Pyrogenesis Canada,Specialty Industrial Machinery,311
PYXS,Pyxis Oncology,Biotechnology,144
PZG,Paramount Gold Nevada,Metals & Mining,29
PZN,Pzena Investment Management,Capital Markets,622
PZZA,Papa John's International,"Hotels, Restaurants & Leisure",3690
QCOM,Qualcomm,Semiconductors & Semiconductor Equipment,182870
QCRH,QCR Holdings,Banks,864
QD,Qudian,Consumer Finance,201
QDEL,Quidel,Health Care Equipment & Supplies,4160
QFIN,360 DigiTech,Consumer Finance,2600
QFTA,Quantum FinTech Acquisition,Blank Check / SPAC,249
QGEN,Qiagen,Life Sciences Tools & Services,10600
QH,Quhuo,Software-Application,30
QIPT,Quipt Home Medical,Medical Devices,148
QIWI,Qiwi PLC,IT Services,356
QK,Q&K International Group,Real Estate Management & Development,80
QLGN,Qualigen Therapeutics,Biotechnology,22
QLI,Qilian International Holding Group,Drug Manufacturers-Specialty & Generic,68
QLYS,Qualys,Software,5040
QMCO,Quantum,"Technology Hardware, Storage & Periph...",161
QNGY,Quanergy Systems,Scientific & Technical Instruments,266
QNRX,Quoin Pharmaceuticals,Biotechnology,10
QNST,QuinStreet,Interactive Media & Services,571
QRHC,Quest Resource Holding,Commercial Services & Supplies,127
QRTEA,Qurate Retail,Internet & Direct Marketing Retail,1940
QRTEB,Qurate Retail,Internet & Direct Marketing Retail,1940
QRVO,Qorvo,Semiconductors & Semiconductor Equipment,14630
QS,QuantumScape,Auto Components,6370
QSI,Quantum-Si,Biotechnology,599
QSR,Restaurant Brands International,"Hotels, Restaurants & Leisure",25400
QTEK,QualTek Services,Telecom Services,66
QTNT,Quotient,Health Care Equipment & Supplies,125
QTRX,Quanterix,Life Sciences Tools & Services,1090
QTT,Qutoutiao,Interactive Media & Services,41
QTWO,Q2 Holdings,Software,3530
QUAD,Quad/Graphics,Commercial Services & Supplies,373
QUBT,Quantum Computing,Computer Hardware,69
QUIK,QuickLogic,Semiconductors & Semiconductor Equipment,58
QUMU,Qumu Corporation,Software,31
QUOT,Quotient Technology,Internet & Direct Marketing Retail,608
QURE,uniQure,Biotechnology,786
R,Ryder System,Road & Rail,4250
RAAS,Cloopen Group Holding,Software-Application,366
RACB,Research Alliance II,Blank Check / SPAC,186
RACE,Ferrari,Automobiles,36810
RACY,Relativity Acquisition,Blank Check / SPAC,162
RAD,Rite Aid,Food & Staples Retailing,512
RADA,RADA Electronic Industries,Aerospace & Defense,660
RADI,Radius Global Infrastructure,Telecom Services,1350
RAIL,FreightCar America,Machinery,58
RAIN,Rain Therapeutics,Biotechnology,152
RAM,Aries I Acquisition,Blank Check / SPAC,180
RAMP,LiveRamp Holdings,IT Services,2800
RAND,Rand Capital,Capital Markets,37
RANI,Rani Therapeutics Holdings,Biotechnology,811
RAPT,Rapt Therapeutics,Biotechnology,594
RARE,Ultragenyx Pharmaceutical,Biotechnology,4580
RAVE,Rave Restaurant Group,"Hotels, Restaurants & Leisure",19
RBA,Ritchie Bros. Auctioneers,Commercial Services & Supplies,6320
RBAC,RedBall Acquisition,Blank Check / SPAC,713
RBB,RBB Bancorp,Banks,477
RBBN,Ribbon Communications,Communications Equipment,425
RBCAA,Republic Bancorp,Banks,918
RBCN,Rubicon Technology,Semiconductors & Semiconductor Equipment,22
RBKB,Rhinebeck Bancorp,Thrifts & Mortgage Finance,118
RBLX,Roblox,Electronic Gaming & Multimedia,26620
RBOT,Vicarious Surgical,Medical Devices,642
RC,Ready Capital,Mortgage Real Estate Investment Trust...,1280
RCAC,Revelstone Capital Acquisition,Blank Check / SPAC,203
RCAT,Red Cat Holdings,Computer Hardware,99
RCEL,AVITA Medical,Biotechnology,244
RCFA,RCF Acquisition,Blank Check / SPAC,285
RCHG,Recharge Acquisition,Blank Check / SPAC,249
RCI,Rogers Communications,Wireless Telecommunication Services,26940
RCII,Rent-A-Center,Specialty Retail,1640
RCKT,Rocket Pharmaceuticals,Biotechnology,948
RCKY,Rocky Brands,"Textiles, Apparel & Luxury Goods",345
RCL,Royal Caribbean Cruises,"Hotels, Restaurants & Leisure",17750
RCLF,Rosecliff Acquisition I,Blank Check / SPAC,311
RCM,R1 RCM,Health Care Providers & Services,7450
RCMT,RCM Technologies,Professional Services,75
RCON,Recon Technology,Energy Equipment & Services,30
RCOR,Renovacor,Biotechnology,92
RCRT,Recruiter.com Group,Staffing & Employment Services,39
RCUS,Arcus Biosciences,Biotechnology,2440
RDBX,Redbox Entertainment,Shell Companies,81
RDCM,RADCOM,Communications Equipment,156
RDFN,Redfin,Real Estate Management & Development,2140
RDHL,RedHill Biopharma,Pharmaceuticals,91
RDI,Reading International,Entertainment,127
RDIB,Reading International,Entertainment,124
RDN,Radian Group,Thrifts & Mortgage Finance,4230
RDNT,RadNet,Health Care Providers & Services,1280
RDUS,Radius Health,Biotechnology,421
RDVT,Red Violet,Professional Services,327
RDW,Redwire,Aerospace & Defense,342
RDWR,Radware,Communications Equipment,1560
RDY,Dr. Reddy's Laboratories,Pharmaceuticals,8420
RE,Everest Re Group,Insurance,11090
REAL,The RealReal,Internet & Direct Marketing Retail,688
REAX,The Real Brokerage,Real Estate Services,425
REDU,RISE Education Cayman,Diversified Consumer Services,44
REE,REE Automotive,Recreational Vehicles,563
REED,Reed's,Beverages,27
REFI,Chicago Atlantic Real Estate Finance,REIT-Mortgage,339
REFR,Research Frontiers,"Electronic Equipment, Instruments & C...",64
REG,Regency Centers,Equity Real Estate Investment Trusts ...,11670
REGI,Renewable Energy Group,"Oil, Gas & Consumable Fuels",3070
REGN,Regeneron Pharmaceuticals,Biotechnology,67340
REI,Ring Energy,"Oil, Gas & Consumable Fuels",363
REKR,Rekor Systems,Professional Services,177
RELI,Reliance Global Group,Insurance Brokers,72
RELL,Richardson Electronics,"Electronic Equipment, Instruments & C...",151
RELX,Relx PLC,Professional Services,57830
RELY,Remitly Global,Software-Infrastructure,1720
RENN,Renren,Specialty Retail,537
RENO,Renovare Environmental,Pollution & Treatment Controls,13
RENT,Rent The Runway,Apparel Retail,347
REPH,Recro Pharma,Pharmaceuticals,100
REPL,Replimune Group,Biotechnology,726
REPX,Riley Exploration Permian,"Oil, Gas & Consumable Fuels",729
RERE,AiHuiShou International Co.,Internet Retail,865
RES,"RPC, Inc.",Energy Equipment & Services,2090
RESN,Resonant,Communications Equipment,296
RETA,Reata Pharmaceuticals,Pharmaceuticals,1240
RETO,ReTo Eco-Solutions,Construction Materials,36
REV,Revlon,Personal Products,470
REVB,Revelation Biosciences,Biotechnology,17
REVE,Alpine Acquisition,Blank Check / SPAC,136
REVG,REV Group,Machinery,865
REVH,Revolution Healthcare Acquisition,Blank Check / SPAC,562
REX,REX American Resources,"Oil, Gas & Consumable Fuels",537
REXR,Rexford Industrial Realty,Equity Real Estate Investment Trusts ...,11650
REYN,Reynolds Consumer Products,Packaging & Containers,6390
REZI,Resideo Technologies,Building Products,3610
RF,Regions Financial,Banks,21190
RFIL,RF Industries,"Electronic Equipment, Instruments & C...",71
RFL,Rafael Holdings,Real Estate Management & Development,57
RFP,Resolute Forest Products,Paper & Forest Products,982
RGA,Reinsurance Group of America,Insurance,6920
RGC,Regencell Bioscience Holdings,Drug Manufacturers-Specialty & Generic,451
RGCO,RGC Resources,Gas Utilities,184
RGEN,Repligen,Life Sciences Tools & Services,9890
RGF,Real Good Food Company,Packaged Foods,38
RGLD,Royal Gold,Metals & Mining,8440
RGLS,Regulus Therapeutics,Biotechnology,43
RGNX,REGENXBIO,Biotechnology,1220
RGP,Resources Connection,"Oil, Gas & Consumable Fuels",555
RGR,"Sturm, Ruger & Company",Leisure Products,1230
RGS,Regis,Diversified Consumer Services,73
RGTI,Rigetti Computing,Shell Companies,321
RH,RH,Specialty Retail,7870
RHE,Regional Health Properties,Health Care Providers & Services,8
RHI,Robert Half International,Professional Services,12950
RHP,Ryman Hospitality Properties,Equity Real Estate Investment Trusts ...,4840
RIBT,RiceBran Technologies,Food Products,21
RICK,RCI Hospitality Holdings,"Hotels, Restaurants & Leisure",602
RICO,Agrico Acquisition,Blank Check / SPAC,182
RIDE,Lordstown Motors,Automobiles,477
RIG,Transocean,Energy Equipment & Services,2780
RIGL,Rigel Pharmaceuticals,Biotechnology,520
RILY,B. Riley Financial,Capital Markets,1790
RIO,Rio Tinto,Metals & Mining,132680
RIOT,Riot Blockchain,Software,1740
RIVN,Rivian Automotive,Auto Manufacturers,41860
RJAC,Jackson Acquisition Company,Blank Check / SPAC,219
RJF,Raymond James Financial,Capital Markets,20740
RKDA,Arcadia Biosciences,Food Products,27
RKLB,Rocket Lab USA,Aerospace & Defense,3790
RKLY,Rockley Photonics Holdings,Semiconductors,492
RKT,Rocket Companies,Thrifts & Mortgage Finance,28260
RKTA,Rocket Internet Growth Opportunities,Blank Check / SPAC,325
RL,Ralph Lauren,"Textiles, Apparel & Luxury Goods",8260
RLAY,Relay Therapeutics,Biotechnology,2370
RLGT,Radiant Logistics,Air Freight & Logistics,331
RLGY,Realogy Holdings,Real Estate Management & Development,2020
RLI,RLI Corp.,Insurance,4690
RLJ,RLJ Lodging Trust,Equity Real Estate Investment Trusts ...,2200
RLMD,Relmada Therapeutics,Pharmaceuticals,583
RLX,RLX Technology,Tobacco,4130
RLYB,Rallybio,Biotechnology,354
RM,Regional Management,Consumer Finance,484
RMAX,RE/MAX Holdings,Real Estate Management & Development,901
RMBI,Richmond Mutual Bancorporation,Banks,222
RMBL,RumbleOn,Internet & Direct Marketing Retail,440
RMBS,Rambus,Semiconductors & Semiconductor Equipment,3070
RMCF,Rocky Mountain Chocolate Factory,Food Products,49
RMD,ResMed,Health Care Equipment & Supplies,37230
RMED,Ra Medical Systems,Health Care Equipment & Supplies,12
RMGC,RMG Acquisition III,Blank Check / SPAC,589
RMNI,Rimini Street,Software,482
RMO,Romeo Power,Electrical Equipment,200
RMR,The RMR Group,Real Estate Management & Development,488
RMTI,Rockwell Medical,Health Care Equipment & Supplies,30
RNA,Avidity Biosciences,Biotechnology,805
RNAZ,TransCode Therapeutics,Biotechnology,29
RNDB,Randolph Bancorp,Thrifts & Mortgage Finance,104
RNER,Mount Rainier Acquisition,Blank Check / SPAC,221
RNG,RingCentral,Software,11360
RNGR,Ranger Energy Services,Energy Equipment & Services,253
RNLX,Renalytix,Health Care Technology,283
RNR,RenaissanceRe Holdings,Insurance,6420
RNST,Renasant,Banks,1950
RNW,ReNew Energy Global,Utilities-Renewable,2970
RNWK,RealNetworks,Software,29
RNXT,RenovoRx,Biotechnology,29
ROAD,Construction Partners,Construction & Engineering,1360
ROC,ROC Energy Acquisition,Blank Check / SPAC,214
ROCC,Ranger Oil,Oil & Gas E&P,776
ROCG,Roth CH Acquisition IV Co.,Blank Check / SPAC,147
ROCK,Gibraltar Industries,Building Products,1570
ROCL,Roth CH Acquisition V Co.,Blank Check / SPAC,127
ROG,Rogers,"Electronic Equipment, Instruments & C...",5130
ROIC,Retail Opportunity Investments,Equity Real Estate Investment Trusts ...,2260
ROIV,Roivant Sciences,Biotechnology,3920
ROK,Rockwell Automation,Electrical Equipment,31260
ROKU,"Roku, Inc.",Entertainment,16440
ROL,Rollins,Commercial Services & Supplies,17040
ROLL,RBC Bearings,Machinery,5660
RONI,Rice Acquisition II,Blank Check / SPAC,338
ROOT,"Root, Inc.",Insurance-Property & Casualty,401
ROP,Roper Technologies,Industrial Conglomerates,48010
ROSE,Rose Hill Acquisition,Blank Check / SPAC,194
ROSS,Ross Acquisition II,Blank Check / SPAC,420
ROST,Ross Stores,Specialty Retail,31600
ROVR,Rover Group,Personal Services,955
RPAY,Repay Holdings,IT Services,1580
RPD,Rapid7,Software,6170
RPHM,Reneo Pharmaceuticals,Biotechnology,104
RPID,Rapid Micro Biosystems,Wireless Telecommunication Services,238
RPM,RPM International,Chemicals,10550
RPRX,Royalty Pharma,Pharmaceuticals,26270
RPT,RPT Realty,Equity Real Estate Investment Trusts ...,1170
RPTX,Repare Therapeutics,Biotechnology,650
RRAC,Rigel Resource Acquisition,Blank Check / SPAC,372
RRBI,Red River Bancshares,Banks,363
RRC,Range Resources,"Oil, Gas & Consumable Fuels",6940
RRGB,Red Robin Gourmet Burgers,"Hotels, Restaurants & Leisure",240
RRR,Red Rock Resorts,"Hotels, Restaurants & Leisure",2920
RRX,Regal Rexnord,Specialty Industrial Machinery,10530
RS,Reliance Steel & Aluminum Co.,Metals & Mining,11650
RSG,Republic Services,Commercial Services & Supplies,41130
RSI,Rush Street Interactive,Gambling,2200
RSKD,Riskified,Software-Application,1080
RSLS,ReShape Lifesciences,Health Care Equipment & Supplies,18
RSSS,Research Solutions,IT Services,58
RSVR,Reservoir Media,Entertainment,481
RTL,Necessity Retail REIT,Lessors of Other Real Estate Property,989
RTLR,Rattler Midstream LP,"Oil, Gas & Consumable Fuels",1970
RTX,Raytheon Technologies,Aerospace & Defense,149980
RUBY,Rubius Therapeutics,Biotechnology,388
RUN,SunRun,Electrical Equipment,5490
RUSHA,Rush Enterprises,Trading Companies & Distributors,2780
RUSHB,Rush Enterprises,Auto & Truck Dealerships,2820
RUTH,Ruth's Hospitality Group,"Hotels, Restaurants & Leisure",789
RVAC,Riverview Acquisition,Blank Check / SPAC,304
RVI,Retail Value,Equity Real Estate Investment Trusts ...,72
RVLP,RVL Pharmaceuticals,Biotechnology,147
RVLV,Revolve Group,Internet & Direct Marketing Retail,3220
RVMD,Revolution Medicines,Biotechnology,1330
RVNC,Revance Therapeutics,Pharmaceuticals,1100
RVP,Retractable Technologies,Health Care Equipment & Supplies,160
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,29
RVSB,Riverview Bancorp,Thrifts & Mortgage Finance,167
RWAY,Runway Growth Finance,Credit Services,547
RWLK,ReWalk Robotics,Health Care Equipment & Supplies,64
RWT,Redwood Trust,Mortgage Real Estate Investment Trust...,1240
RXDX,Prometheus Biosciences,Biotechnology,1690
RXRA,RXR Acquisition,Blank Check / SPAC,420
RXRX,Recursion Pharmaceuticals,Biotechnology,1430
RXST,RxSight,Medical Devices,379
RXT,Rackspace Technology,Software-Infrastructure,2160
RY,Royal Bank of Canada,Banks,153990
RYAAY,Ryanair Holdings,Airlines,18980
RYAM,Rayonier Advanced Materials,Chemicals,398
RYAN,Ryan Specialty Group Holdings,Insurance-Specialty,4500
RYB,RYB Education,Diversified Consumer Services,36
RYI,Ryerson Holding,Metals & Mining,1220
RYN,Rayonier,Equity Real Estate Investment Trusts ...,6010
RYTM,Rhythm Pharmaceuticals,Biotechnology,467
RZLT,Rezolute,Biotechnology,41
S,SentinelOne,Software-Infrastructure,10220
SA,Seabridge Gold,Metals & Mining,1420
SABR,Sabre,IT Services,3010
SABS,SAB Biotherapeutics,Biotechnology,112
SACH,Sachem Capital,Thrifts & Mortgage Finance,178
SAFE,Safehold,Equity Real Estate Investment Trusts ...,3450
SAFM,Sanderson Farms,Food Products,4010
SAFT,Safety Insurance Group,Insurance,1260
SAGA,Sagaliam Acquisition,Blank Check / SPAC,143
SAGE,Sage Therapeutics,Biotechnology,2080
SAH,Sonic Automotive,Specialty Retail,2060
SAIA,"Saia, Inc.",Road & Rail,6990
SAIC,Science Applications International,IT Services,5230
SAIL,SailPoint Technologies Holdings,Software,4320
SAL,Salisbury Bancorp,Banks,162
SALM,Salem Media Group,Media,99
SAM,The Boston Beer Company,Beverages,4620
SAMA,Schultze Special Purpose Acquisition II,Blank Check / SPAC,201
SAMG,Silvercrest Asset Management Group,Capital Markets,164
SAN,Banco Santander,Banks,51590
SANA,Sana Biotechnology,Biotechnology,1070
SANB,Sanaby Health Acquisition I,Blank Check / SPAC,224
SAND,Sandstorm Gold,Metals & Mining,1520
SANG,Sangoma Technologies,Software-Infrastructure,252
SANM,Sanmina,"Electronic Equipment, Instruments & C...",2530
SANW,S&W Seed Company,Food Products,88
SAP,SAP SE,Software,127320
SAR,Saratoga Investment,Capital Markets,343
SASR,Sandy Spring Bancorp,Banks,2060
SATL,Satellogic,Scientific & Technical Instruments,584
SATS,EchoStar,Communications Equipment,2000
SAVA,Cassava Sciences,Pharmaceuticals,1490
SAVE,Spirit Airlines,Airlines,2420
SB,Safe Bulkers,Marine,538
SBAC,SBA Communications,Equity Real Estate Investment Trusts ...,35710
SBCF,Seacoast Banking Corporation of Florida,Banks,2070
SBET,SharpLink Gaming,Gambling,32
SBEV,Splash Beverage Group,Beverages-Brewers,88
SBFG,SB Financial Group,Banks,131
SBGI,Sinclair Broadcast Group,Media,2070
SBH,Sally Beauty Holdings,Specialty Retail,1890
SBII,Sandbridge X2,Blank Check / SPAC,290
SBLK,Star Bulk Carriers,Marine,2890
SBNY,Signature Bank,Banks,18480
SBOW,SilverBow Resources,"Oil, Gas & Consumable Fuels",463
SBR,Sabine Royalty Trust,"Oil, Gas & Consumable Fuels",886
SBRA,Sabra Health Care REIT,Equity Real Estate Investment Trusts ...,3100
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Water Utilities,5710
SBSI,Southside Bancshares,Banks,1330
SBSW,Sibanye Stillwater,Metals & Mining,14330
SBT,Sterling Bancorp,Thrifts & Mortgage Finance,336
SBTX,Silverback Therapeutics,Biotechnology,144
SBUX,Starbucks,"Hotels, Restaurants & Leisure",104960
SCAQ,Stratim Cloud Acquisition,Blank Check / SPAC,365
SCCO,Southern Copper,Metals & Mining,59220
SCHL,Scholastic,Media,1460
SCHN,Schnitzer Steel Industries,Metals & Mining,1420
SCHW,The Charles Schwab Corporation,Capital Markets,152100
SCI,Service Corporation International,Diversified Consumer Services,10000
SCKT,Socket Mobile,"Technology Hardware, Storage & Periph...",27
SCL,Stepan Company,Chemicals,2300
SCLE,Broadscale Acquisition,Blank Check / SPAC,426
SCM,Stellus Capital Investment,Capital Markets,269
SCMA,Seaport Calibre Materials Acquisition,Blank Check / SPAC,166
SCOA,ScION Tech Growth I,Blank Check / SPAC,704
SCOB,ScION Tech Growth II,Blank Check / SPAC,420
SCOR,Comscore,Media,232
SCPH,scPharmaceuticals,Pharmaceuticals,141
SCPL,SciPlay,Entertainment,302
SCPS,Scopus Biopharma,Biotechnology,16
SCRM,Screaming Eagle Acquisition,Blank Check / SPAC,928
SCS,Steelcase,Commercial Services & Supplies,1330
SCSC,ScanSource,"Electronic Equipment, Instruments & C...",854
SCU,Sculptor Capital Management,Capital Markets,325
SCUA,Sculptor Acquisition I,Blank Check / SPAC,285
SCVL,Shoe Carnival,Specialty Retail,820
SCVX,SCVX Corp.,Shell Companies,95
SCWX,SecureWorks,Software,1220
SCX,The L.S. Starrett Company,Machinery,48
SCYX,SCYNEXIS,Pharmaceuticals,95
SD,SandRidge Energy,"Oil, Gas & Consumable Fuels",574
SDAC,Sustainable Development Acquisition I,Blank Check / SPAC,385
SDC,SmileDirectClub,Health Care Equipment & Supplies,780
SDGR,Schrodinger,Health Care Technology,2290
SDH,Global Internet of People,Consulting Services,30
SDIG,Stronghold Digital Mining,Internet Software & Services,228
SDPI,Superior Drilling Products,Energy Equipment & Services,35
SE,Sea Limited,Entertainment,54350
SEAC,SeaChange International,Software,43
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",4910
SEAT,Vivid Seats,Internet Content & Information,881
SEB,Seaboard,Food Products,4370
SECO,Secoo Holding,Internet & Direct Marketing Retail,29
SEDA,SDCL EDGE Acquisition,Blank Check / SPAC,244
SEDG,SolarEdge Technologies,Semiconductors & Semiconductor Equipment,16140
SEE,Sealed Air,Containers & Packaging,9800
SEED,Origin Agritech,Food Products,56
SEEL,Seelos Therapeutics,Pharmaceuticals,102
SEER,"Seer, Inc.",Life Sciences Tools & Services,815
SEIC,SEI Investments Company,Capital Markets,8020
SELB,Selecta Biosciences,Biotechnology,196
SELF,Global Self Storage,Equity Real Estate Investment Trusts ...,63
SEM,Select Medical Holdings,Health Care Providers & Services,3190
SEMR,SEMrush Holdings,Software,1680
SENEA,Seneca Foods,Food Products,427
SENEB,Seneca Foods,Food Products,437
SENS,Senseonics Holdings,Health Care Equipment & Supplies,851
SERA,Sera Prognostics,Diagnostics & Research,157
SES,SES AI,Energy Equipment & Services,1570
SESN,Sesen Bio,Biotechnology,119
SEV,Sono Group,Auto Manufacturers,311
SEVN,Seven Hills Realty Trust,REIT-Mortgage,158
SF,Stifel Financial,Capital Markets,7230
SFBC,Sound Financial Bancorp,Banks,99
SFBS,ServisFirst Bancshares,Banks,4750
SFE,Safeguard Scientifics,Capital Markets,92
SFET,Safe-T Group,Software,25
SFIX,Stitch Fix,Internet & Direct Marketing Retail,1320
SFL,SFL Corporation Ltd.,"Oil, Gas & Consumable Fuels",1430
SFM,Sprouts Farmers Market,Food & Staples Retailing,3730
SFNC,Simmons First National,Banks,3110
SFST,Southern First Bancshares,Banks,442
SFT,Shift Technologies,Internet Retail,137
SFUN,Fang Holdings,Interactive Media & Services,32
SG,Sweetgreen,Insurance,3230
SGA,Saga Communications,Media,136
SGBX,SG Blocks,Machinery,22
SGC,Superior Group of Companies,"Textiles, Apparel & Luxury Goods",315
SGEN,Seagen,Biotechnology,24240
SGFY,Signify Health,Health Information Services,2990
SGH,SMART Global Holdings,Semiconductors & Semiconductor Equipment,1330
SGHC,Super Group (SGHC),Gambling,4110
SGHL,Signal Hill Acquisition,Blank Check / SPAC,125
SGHT,Sight Sciences,Medical Devices,798
SGII,Seaport Global Acquisition II,Blank Check / SPAC,178
SGLB,Sigma Labs,Aerospace & Defense,22
SGLY,Singularity Future Technology,Integrated Freight & Logistics,124
SGMA,SigmaTron International,"Electronic Equipment, Instruments & C...",49
SGML,Sigma Lithium,Other Industrial Metals & Mining,0
SGMO,Sangamo Therapeutics,Biotechnology,801
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",5740
SGRP,SPAR Group,Media,29
SGRY,Surgery Partners,Health Care Providers & Services,4840
SGTX,Sigilon Therapeutics,Biotechnology,41
SGU,Star Group,Gas Utilities,391
SHAC,SCP & CO Healthcare Acquisition Company,Blank Check / SPAC,281
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",3070
SHAP,Spree Acquisition 1,Blank Check / SPAC,258
SHBI,Shore Bancshares,Banks,417
SHC,Sotera Health Company,Diagnostics & Research,5730
SHCA,Spindletop Health Acquisition,Blank Check / SPAC,286
SHCR,Sharecare,Health Information Services,943
SHEL,Shell,"Oil, Gas & Consumable Fuels",199720
SHEN,Shenandoah Telecommunications Company,Wireless Telecommunication Services,967
SHG,Shinhan Financial Group Co.,Banks,15900
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,5490
SHIP,Seanergy Maritime Holdings,Marine,201
SHLS,Shoals Technologies Group,Solar,1510
SHLX,Shell Midstream Partners,"Oil, Gas & Consumable Fuels",5540
SHO,Sunstone Hotel Investors,Equity Real Estate Investment Trusts ...,2350
SHOO,Steven Madden,"Textiles, Apparel & Luxury Goods",3320
SHOP,Shopify,IT Services,77390
SHPW,Shapeways Holdings,Specialty Industrial Machinery,134
SHQA,Shelter Acquisition I,Blank Check / SPAC,271
SHUA,SHUAA Partners Acquisition Corp I,Blank Check / SPAC,125
SHW,The Sherwin-Williams Company,Chemicals,67300
SHYF,The Shyft Group,Machinery,1420
SI,Silvergate Capital,Banks,3350
SIBN,SI-BONE,Health Care Equipment & Supplies,744
SID,Companhia Siderurgica Nacional,Metals & Mining,7620
SIDU,Sidus Space,Aerospace & Defense,92
SIEB,Siebert Financial,Capital Markets,67
SIEN,Sientra,Health Care Equipment & Supplies,174
SIER,Sierra Lake Acquisition,Blank Check / SPAC,381
SIF,SIFCO Industries,Aerospace & Defense,46
SIFY,Sify Technologies,Diversified Telecommunication Services,549
SIG,Signet Jewelers,Specialty Retail,3610
SIGA,SIGA Technologies,Pharmaceuticals,479
SIGI,Selective Insurance Group,Insurance,5030
SII,Sprott,Capital Markets,1120
SILC,Silicom,Communications Equipment,275
SILK,Silk Road Medical,Health Care Equipment & Supplies,1280
SILV,SilverCrest Metals,Metals & Mining,1410
SIM,Grupo Simec,Metals & Mining,4630
SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,2480
